age,age_cats,married,gender,race,educ,par1_educ,par2_educ,partisan_7pt,curr_county,curr_dem_margin,curr_phi_80_96,curr_phi_00_16,curr_pop,curr_white_alone,curr_workers_outside_home,curr_bach_degree_higher,curr_median_income,curr_gini,curr_avg_commute,curr_city,hs_county,hs_dem_margin,hs_phi_80_96,hs_phi_00_16,hs_pop,hs_white_alone,hs_workers_outside_home,hs_bach_degree_higher,hs_median_income,hs_gini,hs_avg_commute,hs_city,tenure,county_7pt,city_7pt,city_income,vote_primary,vote_pres,vote_local,why_vote,vote_duty,vote_choice,protest,petition,campaign,money_pol,money_soc,contact_congress,contact_local,volunteer_org,volunteer_solo,volunteer_hrs,par_volunteer,par_pol,par_events,citizen_voting,citizen_volunteer,citizen_protest,fam_size,fam_partisan,fam_convo,school,school_sports,school_volunteer,school_political,club_volunteer,club_political,hs_voice,employ,work_hrs,work_convos,work_political,school_hrs,religion,social_trust,neighbor,interest,f2f_comfort,f2f_different,end_friend,best_interest,hate_speech,disruption,govt_trust,efficacy,govt_services,num_contacts,talk_pol,talk_pol_sim,pol_discuss,soc_media,sm_hrs,web_hrs,tv_hrs,sm_comfort,sm_different,post_similar,post_different,add_political,partisan_3pt
20,18-29,Single,Female,White,Some college,Post-grad,Post-grad,Moderate,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Cary, NC","wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Cary, NC",6,Slightly Liberal,Slightly Conservative,Middle class,No,,No,Neither,Moderately strongly,Moderately strongly,No,Yes,No,No,No,No,No,Yes,Yes,More than ten,Once or twice a month,A little involved,Not very often,A great deal,A great deal,A moderate amount,2,2,Often,Public school,Somewhat important,Very important,Not at all important,Often,Rarely,Rarely,Student,,,,45,A few times a year,Most of the time,Somewhat comfortable,About half the time,Not too comfortable,Not too comfortable,No,A moderate amount,Don't know,Agree,Some of the time,Disagree,Govt provides the right amount of services,5,5,5,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Moderate
56,45-59,Divorced,Female,Hispanic,Some college,Post-grad,Post-grad,Moderate,"gaston, nc",-31.8,30.14,30.44,209807,160781,86949,27142,42429,0.4606,24.51368043,"Gastonia, NC",puerto rico,,,,,,,,,,,Puerto Rico,2,Conservative,Slightly Conservative,Middle class,No,Yes,No,Neither,Very strongly,Moderately strongly,No,Yes,No,No,No,No,No,Yes,No,One to Four,Never,Not at all,Rarely,A great deal,A little,None at all,4,1,Often,Private non-religious (secular) school,Not too important,Somewhat important,Not at all important,Often,Rarely,Not very often,Full-time,40,2,1,,Every week,Never,Not too comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,Yes,A little,Don't know,Agree,Some of the time,Agree,Govt should provide more services,3,3,3,Most of the time,Yes,Zero to two,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Often,Rarely,Rarely,Moderate
34,30-44,Married,Female,Hispanic,Some college,High school graduate,High school graduate,Slightly Liberal,"gaston, nc",-31.8,30.14,30.44,209807,160781,86949,27142,42429,0.4606,24.51368043,"Gastonia, NC","broward, fl",34.9,18.06,34.12,1843152,1154135,831134,396428,51968,0.4788,27.76316454,"Coral Springs, FL",1,Conservative,Slightly Conservative,Middle class,No,Yes,No,Mainly a choice,A little strongly,Moderately strongly,No,Yes,No,No,No,No,No,No,No,Zero,A few times a year,Not at all,Rarely,A great deal,A little,None at all,1,1,Not very often,Public school,Not too important,Somewhat important,Not at all important,Not very often,Rarely,Not very often,Part-time,15,3,0,,A few times a year,Most of the time,Not too comfortable,Some of the time,Not too comfortable,Not comfortable at all,No,None at all,Don't know,Agree,Some of the time,Agree,Govt should provide more services,2,1,1,Occasionally,Yes,Zero to two,Zero to two,One to three,Not too comfortable,Not comfortable at all,Often,Rarely,Rarely,Liberal
23,18-29,Single,Female,Black,4-year,Post-grad,2-year,Extremely Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Carrboro,NC","cook, il",53.4,19.5,47.44,5236393,2976501,2310522,1265223,55251,0.5027,32.33745232,"Oympia Fiels,IL",0,Slightly Liberal,Slightly Liberal,Middle class,No,Yes,No,Neither,A little strongly,Not at all,Yes,Yes,No,No,No,No,No,Yes,Yes,More than ten,A few times a year,Not at all,Rarely,A moderate amount,A little,A little,3,3,Very often,Public school,Very important,Not too important,Not at all important,Very often,Not very often,Very often,Part-time,16,6,6,20,Almost every week,About half the time,Not too comfortable,Most of the time,Somewhat comfortable,Very comfortable,No,None at all,Yes,Strongly agree,Some of the time,Agree,Govt should provide more services,5,5,5,Almost never,Yes,Two to four,Two to four,One to three,Very comfortable,Very comfortable,Very often,Rarely,Very often,Liberal
18,18-29,Single,Female,Black,High school graduate,4-year,2-year,Slightly Liberal,"iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Statesville, NC","iredell, nc",-36.3,24.46,31.8,165066,134454,71201,28781,52306,0.4706,24.6881364,"Statesville, NC",9,Conservative,Conservative,Middle class,Not old enough,No,Not old enough,Mainly a choice,Not at all,Very strongly,Yes,No,No,No,No,No,No,Yes,No,More than ten,Never,Not at all,Rarely,None at all,A great deal,A little,3,3,Rarely,Public school,Very important,Very important,Not at all important,Very often,Rarely,Not very often,Part-time,14,5,0,6,A few times a year,Never,Not comfortable at all,Some of the time,Somewhat comfortable,Not too comfortable,No,None at all,No,Disagree,Some of the time,Agree,Govt should provide more services,3,3,3,Occasionally,Yes,Four to six,Zero to two,One to three,Somewhat comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
18,18-29,Single,Female,Black,High school graduate,Some college,Some college,Slightly Liberal,"catawba, nc",-37.5,30.06,32.54,154610,125221,66332,22976,44376,0.4555,22.27205572,"Hickory, NC","catawba, nc",-37.5,30.06,32.54,154610,125221,66332,22976,44376,0.4555,22.27205572,"Hickory, NC",18,Conservative,Conservative,Affluent,Not old enough,No,Not old enough,Mainly a choice,Moderately strongly,Moderately strongly,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,More than ten,A few times a year,A little involved,Rarely,A little,A great deal,A little,4,0,Very often,Public school,Very important,Very important,Not at all important,Very often,Not very often,Often,Student,,,,18,Almost every week,Some of the time,Not comfortable at all,About half the time,Not too comfortable,Not too comfortable,No,None at all,No,Disagree,Some of the time,Disagree,Govt should provide more services,5,5,4,Most of the time,Yes,Four to six,Zero to two,One to three,Somewhat comfortable,Not too comfortable,Not very often,Rarely,Rarely,Liberal
44,30-44,Married,Male,Black,Post-grad,Post-grad,No HS,Liberal,"cook, il",53.4,19.5,47.44,5236393,2976501,2310522,1265223,55251,0.5027,32.33745232,"Homewood, IL","cook, il",53.4,19.5,47.44,5236393,2976501,2310522,1265223,55251,0.5027,32.33745232,"Dolton, IL",3,Liberal,Liberal,Middle class,Yes,Yes,No,Mainly a choice,Not at all,Very strongly,No,No,No,No,No,No,No,Yes,Yes,One to Four,Never,Not at all,Rarely,A little,A great deal,A little,3,3,Very often,Public school,Very important,Somewhat important,Not too important,Not very often,Rarely,Not very often,Full-time,40,6,4,,Every week,Some of the time,Not comfortable at all,Most of the time,Very comfortable,Very comfortable,No,None at all,No,Agree,Never,Strongly agree,Govt should provide more services,5,5,5,Almost all the time,Yes,Zero to two,Zero to two,One to three,Very comfortable,Very comfortable,Very often,Very often,Rarely,Liberal
53,45-59,Married,Female,White,Post-grad,4-year,High school graduate,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,Durham,"erie, ny",5.3,12.6,14.6,921584,724864,420598,200328,51247,0.4604,21.18092573,"West Seneca, NY",25,Extremely Liberal,Extremely Liberal,Middle class,Yes,Yes,Yes,Mainly a duty,Very strongly,Moderately strongly,No,No,No,No,Yes,No,No,Yes,No,More than ten,Never,Not at all,Not very often,A great deal,A great deal,A great deal,3,3,Often,Private non-religious (secular) school,Not too important,Very important,Not too important,Often,Rarely,Very often,Full-time,60,5,3,,Never,Most of the time,Very comfortable,Always,Very comfortable,Somewhat comfortable,No,A moderate amount,No,Agree,Some of the time,Disagree,Govt should provide more services,5,5,4,Occasionally,No,Zero to two,Zero to two,Less than 1 hour,Somewhat comfortable,Somewhat comfortable,Not very often,Rarely,Rarely,Liberal
56,45-59,Married,Female,White,Post-grad,4-year,High school graduate,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,Durham,"forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"Winston Salem, NC",25,Extremely Liberal,Extremely Liberal,Middle class,Yes,Yes,Yes,Mainly a duty,A little strongly,Moderately strongly,No,No,No,No,Yes,No,No,No,No,Five to ten,Never,Not at all,Rarely,A moderate amount,A great deal,A great deal,3,3,Not very often,Public school,Somewhat important,Not too important,Not too important,Often,Rarely,Often,Full-time,40,7,1,,Never,Most of the time,Very comfortable,Most of the time,Not too comfortable,Not comfortable at all,No,A little,No,Agree,Some of the time,Disagree,Govt should provide more services,4,2,2,Almost never,No,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
19,18-29,Single,Female,White,Some college,4-year,4-year,Extremely Liberal,"brown, wi",-10.7,11.58,7.24,254717,220204,124049,46961,53527,0.4348,18.91905618,Green Bay,"kenosha, wi",-0.3,11.18,8.44,167738,146732,76636,26868,54918,0.4312,26.00748995,"Wind Point, WI",6,Slightly Conservative,Slightly Conservative,Affluent,Yes,Yes,No,Mainly a duty,Very strongly,Moderately strongly,Yes,No,Yes,No,No,No,No,No,No,One to Four,A few times a year,Not at all,Rarely,A great deal,A little,A great deal,3,0,Not very often,Private non-religious (secular) school,Not too important,Somewhat important,Not too important,Not very often,Rarely,Rarely,Student,,,,65,Never,About half the time,Somewhat comfortable,Always,Very comfortable,Somewhat comfortable,Yes,A little,No,Disagree,Some of the time,Strongly disagree,Govt should provide many more services,5,4,4,Occasionally,Yes,Two to four,Zero to two,One to three,Very comfortable,Somewhat comfortable,Often,Rarely,Often,Liberal
18,18-29,Single,Male,Hispanic,Some college,Post-grad,Post-grad,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,Durham,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC",18,Liberal,Extremely Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,Moderately strongly,Yes,Yes,Yes,No,No,No,No,Yes,Yes,More than ten,A few times a year,Not at all,Rarely,A great deal,A great deal,A great deal,3,1,Very often,Public school,Not too important,Somewhat important,Somewhat important,Often,Rarely,Not very often,Student,8,1,0,55,Every week,About half the time,Somewhat comfortable,Always,Very comfortable,Very comfortable,Yes,None at all,Don't know,Agree,Some of the time,Disagree,Govt should provide more services,4,4,4,Most of the time,Yes,Two to four,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Very often,Rarely,Not very often,Liberal
46,45-59,Married,Male,White,4-year,High school graduate,High school graduate,Slightly Conservative,"union, nc",-30.6,23.6,32.84,213422,172966,91583,44628,65903,0.4468,29.5669502,"Waxhaw, NC","miami, oh",-45.1,25.98,32.94,103517,97699,47171,14713,51569,0.4159,20.77452248,"Piqua, OH",7,Slightly Conservative,Slightly Conservative,Affluent,No,Yes,No,Mainly a duty,A little strongly,A little strongly,No,No,Yes,Yes,No,Yes,Yes,Yes,,,A few times a year,Not at all,Very often,A great deal,A little,None at all,4,3,Very often,Public school,Not too important,Not at all important,Not at all important,Rarely,Rarely,Very often,,3,,2,2,Every week,Always,Somewhat comfortable,Most of the time,,Somewhat comfortable,No,A little,,Disagree,Most of the time,Disagree,Govt provides the right amount of services,2,2,1,Almost never,Yes,Zero to two,Zero to two,Less than 1 hour,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Conservative
20,18-29,Single,Female,Hispanic,Some college,2-year,Some college,Extremely Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","burke, nc",-38.5,12.66,25.16,89548,75947,34837,10794,39360,0.4408,21.67795734,"Morganton, NC",9,Conservative,Conservative,Middle class,No,No,No,Neither,Moderately strongly,Moderately strongly,Yes,Yes,No,No,Yes,Yes,No,Yes,,Five to ten,Once or twice a month,Not at all,Very often,A great deal,A great deal,A great deal,2,2,Often,Public school,Very important,Somewhat important,Very important,Rarely,Rarely,Often,,4,2,2,3,Once or twice a month,About half the time,Not too comfortable,Most of the time,Very comfortable,Very comfortable,No,None at all,Yes,Strongly agree,Some of the time,Strongly agree,Govt should provide more services,4,3,3,Almost never,Yes,Two to four,Two to four,Less than 1 hour,Somewhat comfortable,Somewhat comfortable,Very often,Rarely,Very often,Liberal
20,18-29,Single,Female,Hispanic,Some college,4-year,4-year,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","orange, fl",24.4,23.54,12.72,1229039,792374,567419,249506,47943,0.4798,26.74186095,"Orlando, FL",18,Conservative,Conservative,Affluent,No,No,No,Mainly a duty,Moderately strongly,A little strongly,No,Yes,No,No,No,No,Yes,Yes,,More than ten,Once or twice a month,Not at all,Often,A moderate amount,A little,None at all,0,3,Often,Private religious school,Very important,Not at all important,Very important,Rarely,Not very often,,Student,3,0,35,4,A few times a year,Most of the time,Somewhat comfortable,Most of the time,Somewhat comfortable,,,Don't know,,Strongly disagree,Most of the time,Strongly disagree,Govt should provide more services,3,3,2,,,Two to four,Four to six,More than three hours,Not too comfortable,Not too comfortable,Not very often,Rarely,Rarely,Liberal
45,45-59,Married,Female,White,4-year,High school graduate,High school graduate,Slightly Conservative,"union, nc",-30.6,23.6,32.84,213422,172966,91583,44628,65903,0.4468,29.5669502,"Waxhaw, NC","lake, oh",-15.2,9.64,4.96,229437,212349,112090,42801,58029,0.4167,23.26777589,"Wickliffe, OH",7,Slightly Conservative,Moderate,Affluent,No,Yes,No,Mainly a duty,Moderately strongly,Not at all,No,No,No,No,No,No,No,Yes,Yes,More than ten,Once or twice a month,Not at all,Rarely,A great deal,A great deal,None at all,5,4,Often,Public school,Very important,Not too important,Not too important,Not very often,Rarely,Not very often,Other,20,4,4,0,Once or twice a month,Most of the time,Very comfortable,About half the time,Very comfortable,Somewhat comfortable,No,A great deal,Yes,Agree,About half the time,Disagree,Govt provides the right amount of services,5,5,3,Most of the time,Yes,Four to six,More than six,More than three hours,Not too comfortable,Not too comfortable,Very often,Rarely,Rarely,Conservative
21,18-29,Single,Female,Other,Some college,4-year,4-year,Slightly Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,Charlotte,4,Slightly Conservative,Slightly Conservative,Affluent,Yes,Yes,No,Mainly a duty,Very strongly,A little strongly,No,No,No,No,No,No,No,Yes,No,Five to ten,Never,Not at all,Not very often,A moderate amount,A great deal,A moderate amount,2,2,Not very often,Public school,Very important,Somewhat important,Not too important,Not very often,Not very often,Often,Part-time,8,1,1,16,Never,Most of the time,Somewhat comfortable,Most of the time,Very comfortable,Somewhat comfortable,No,None at all,No,Agree,About half the time,Strongly disagree,Govt should provide more services,4,4,4,Almost all the time,Yes,Zero to two,Zero to two,Less than 1 hour,Somewhat comfortable,Not comfortable at all,Not very often,Rarely,Rarely,Liberal
24,18-29,Single,Male,White,Some college,4-year,4-year,Moderate,"chatham, nc",10,9.78,5.12,67431,53264,26572,18155,56642,0.4775,28.3349014,Pittsboro,"chatham, nc",10,9.78,5.12,67431,53264,26572,18155,56642,0.4775,28.3349014,Pittsboro,4,Slightly Conservative,Slightly Liberal,Middle class,No,Yes,No,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,No,No,No,No,No,Yes,Yes,More than ten,A few times a year,Not at all,Not very often,A moderate amount,A great deal,A little,2,1,Rarely,Public school,Very important,Very important,Not too important,Very often,Rarely,Very often,Part-time,30,1,0,10,Every week,About half the time,Not too comfortable,About half the time,Not too comfortable,Not comfortable at all,No,A moderate amount,Yes,Disagree,About half the time,Agree,Govt should provide more services,5,3,3,Occasionally,Yes,Zero to two,More than six,,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Moderate
32,30-44,Married,Male,White,Post-grad,High school graduate,High school graduate,Moderate,"guilford, nc",19.9,9.96,11.56,506763,287617,220368,114006,45651,0.4831,21.31548138,Greensboro,"pittsylvania, va",,,,,,,,,,,Danville,6,Moderate,Liberal,Affluent,No,No,Yes,Mainly a choice,A little strongly,Very strongly,No,No,No,No,No,No,Yes,No,Yes,Five to ten,A few times a year,A little involved,Rarely,A little,A great deal,None at all,1,1,Not very often,Private non-religious (secular) school,Very important,Very important,Not at all important,Very often,Rarely,Not very often,Full-time,40,2,1,,Never,About half the time,Somewhat comfortable,About half the time,Not too comfortable,Not comfortable at all,No,None at all,Yes,Disagree,Some of the time,Strongly agree,Govt provides the right amount of services,3,1,1,Occasionally,No,Zero to two,Zero to two,More than three hours,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Moderate
21,18-29,Single,Male,Other,Some college,4-year,No HS,Slightly Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel Hill,"guilford, nc",19.9,9.96,11.56,506763,287617,220368,114006,45651,0.4831,21.31548138,Greensboro,4,Moderate,Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,A little strongly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,More than ten,Never,Not at all,Not very often,A great deal,A great deal,A moderate amount,3,2,Often,Public school,Not at all important,Very important,Somewhat important,Very often,Not very often,Very often,Part-time,20,1,0,10,Never,Most of the time,Somewhat comfortable,Most of the time,Very comfortable,Somewhat comfortable,No,None at all,No,Agree,About half the time,Strongly disagree,Govt should provide more services,5,4,3,Almost all the time,No,Zero to two,Zero to two,Less than 1 hour,Somewhat comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
19,18-29,Single,Male,White,Some college,Some college,Some college,Conservative,"johnston, nc",-30.3,20.74,30.08,178396,139949,75206,23608,50512,0.4128,29.1230088,"Clayton, NC","wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Raleigh, NC",18,Extremely Conservative,Extremely Conservative,Middle class,Yes,Yes,Not old enough,Mainly a duty,Very strongly,Not at all,No,No,No,No,Yes,No,Yes,Yes,Yes,More than ten,Almost every week,Not at all,Rarely,A little,A great deal,None at all,10,10,Often,Private religious school,Very important,Very important,Not too important,Very often,Rarely,Often,Student,5,5,0,12,Once or twice a month,Some of the time,Somewhat comfortable,Most of the time,Very comfortable,Very comfortable,No,A little,No,Strongly disagree,Some of the time,Disagree,Govt should provide fewer services,3,3,3,Occasionally,Yes,Zero to two,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Conservative
51,45-59,Married,Female,White,Post-grad,2-year,Post-grad,Liberal,"jackson, nc",-11.5,8.84,5.3,40812,33999,16471,7685,38015,0.4656,19.73104244,"Cullowhee, NC","dekalb, ga",62.9,16.72,53.5,716331,251754,319015,196945,51376,0.4904,31.43621773,"Atlanta, GA",13,Slightly Conservative,Moderate,Middle class,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Moderately strongly,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Five to ten,A few times a year,Moderately involved,Not very often,A great deal,A great deal,A little,3,3,Very often,Public school,Very important,Not too important,Not at all important,Often,Rarely,Rarely,Full-time,50,5,2,,A few times a year,About half the time,Very comfortable,Always,Very comfortable,Somewhat comfortable,No,A moderate amount,Yes,Agree,Never,Disagree,Govt should provide more services,5,5,5,Most of the time,Yes,Zero to two,Two to four,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
51,45-59,Married,Male,White,Post-grad,Post-grad,4-year,Slightly Liberal,"jackson, nc",-11.5,8.84,5.3,40812,33999,16471,7685,38015,0.4656,19.73104244,"Cullowhee, NC","anne arundel, md",2.3,17.64,4.78,555280,414935,276094,144950,89860,0.4162,29.74068614,"Millersville, MD",13,Moderate,Moderate,Middle class,Yes,Yes,Yes,Mainly a duty,Very strongly,A little strongly,No,Yes,No,No,No,Yes,Yes,Yes,Yes,One to Four,A few times a year,Not at all,Rarely,A great deal,A great deal,A great deal,3,3,Very often,Public school,Somewhat important,Not too important,Not too important,Rarely,Rarely,Not very often,Full-time,55,20,5,,Once or twice a month,Most of the time,Somewhat comfortable,Always,Very comfortable,Somewhat comfortable,No,A little,No,Disagree,Some of the time,Disagree,Govt should provide more services,5,5,4,Almost all the time,Yes,Zero to two,Two to four,One to three,Somewhat comfortable,Somewhat comfortable,Rarely,Rarely,Rarely,Liberal
18,18-29,Single,Male,White,Some college,Post-grad,Post-grad,Moderate,"cabell, wv",-25.1,8.4,13.08,96824,88177,38198,17436,38344,0.5033,20.42253521,"Huntington, WV","cabell, wv",-25.1,8.4,13.08,96824,88177,38198,17436,38344,0.5033,20.42253521,"Huntington, WV",18,Slightly Conservative,Slightly Conservative,Middle class,Yes,No,Yes,Mainly a duty,Moderately strongly,A little strongly,No,No,No,No,No,Yes,Yes,Yes,Yes,Five to ten,Once or twice a month,Moderately involved,Not very often,A moderate amount,A moderate amount,A moderate amount,2,2,Often,Public school,Very important,Somewhat important,Not too important,Often,Not very often,Not very often,Student,,,,14,Once or twice a month,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Not too comfortable,No,A great deal,Yes,Disagree,About half the time,Disagree,Govt should provide fewer services,4,3,2,Occasionally,Yes,Two to four,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Moderate
18,18-29,Single,Female,White,Some college,Post-grad,Post-grad,Slightly Liberal,"routt, co",16.9,16.48,14.44,,,,,,,,Steamboat Springs,"routt, co",16.9,16.48,14.44,,,,,,,,Steamboat Springs,15,Moderate,Moderate,Middle class,Yes,Yes,No,Mainly a choice,A little strongly,Moderately strongly,Yes,Yes,No,No,No,No,No,Yes,No,Five to ten,A few times a year,Not at all,Rarely,A little,A moderate amount,A little,3,1,Rarely,Public school,Somewhat important,Not too important,Somewhat important,Very often,Rarely,Rarely,Part-time,8,1,,6,Once or twice a month,Some of the time,Somewhat comfortable,Some of the time,Not comfortable at all,Not too comfortable,No,A moderate amount,No,Disagree,Some of the time,Agree,Govt should provide fewer services,5,2,1,Most of the time,Yes,Zero to two,Zero to two,More than three hours,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
49,45-59,Married,Female,White,4-year,2-year,Post-grad,Liberal,"routt, co",16.9,16.48,14.44,,,,,,,,Steamboat Springs,"new york, ny",76.5,52.52,69.62,1629507,919474,808552,736558,72871,0.5988,31.05467552,New York City,19,Moderate,Liberal,Affluent,No,Yes,No,Mainly a duty,Very strongly,A little strongly,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Five to ten,A few times a year,Not at all,Rarely,A great deal,A moderate amount,A moderate amount,4,4,Very often,Private non-religious (secular) school,Somewhat important,Somewhat important,Not too important,Not very often,Rarely,Rarely,Full-time,30,2,0,,Never,Most of the time,Very comfortable,Always,Very comfortable,Very comfortable,Yes,None at all,Yes,Strongly agree,Some of the time,Agree,Govt should provide many more services,5,5,4,Occasionally,No,Zero to two,Two to four,One to three,Very comfortable,Very comfortable,Very often,Rarely,Rarely,Liberal
18,18-29,Single,Female,White,Some college,4-year,4-year,Liberal,"routt, co",16.9,16.48,14.44,,,,,,,,Steamboat Springs,"routt, co",16.9,16.48,14.44,,,,,,,,Steamboat Springs,18,Moderate,Slightly Liberal,Affluent,No,Yes,No,Mainly a choice,Moderately strongly,Moderately strongly,Yes,Yes,No,No,No,No,No,Yes,Yes,More than ten,A few times a year,A little involved,Not very often,A moderate amount,A great deal,A moderate amount,3,3,Often,Public school,Very important,Very important,Not too important,Very often,Rarely,Often,Unemployed,,,,15,Never,Most of the time,Very comfortable,Most of the time,Somewhat comfortable,Not too comfortable,Yes,A little,No,Agree,Most of the time,Agree,Govt should provide more services,5,4,4,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
59,45-59,Married,Male,White,4-year,Post-grad,High school graduate,Liberal,"routt, co",16.9,16.48,14.44,,,,,,,,Steamboat Springs,"somerset, nj",12.8,20.02,6.34,330604,225609,157606,119553,100667,0.4548,31.80814817,"Bridegwater, NJ",19,Slightly Liberal,Liberal,Affluent,Yes,Yes,,Mainly a choice,Not at all,Very strongly,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,More than ten,Never,Not at all,Often,A great deal,A great deal,A moderate amount,4,4,Not very often,Public school,Very important,Somewhat important,Not too important,Often,Rarely,Often,Other,20,1,1,,Never,Most of the time,Very comfortable,Always,Very comfortable,Somewhat comfortable,Yes,A moderate amount,No,Strongly agree,Never,Disagree,Govt should provide more services,5,5,4,Occasionally,Yes,Zero to two,Two to four,One to three,Not too comfortable,Not too comfortable,Rarely,Rarely,Not very often,Liberal
53,45-59,Married,Female,White,4-year,Post-grad,2-year,Liberal,"los angeles, ca",49.5,15.38,38.08,,,,,,,,Westlake Village,"hennepin, mn",34.9,12.04,24.94,1197776,889634,606281,386026,65834,0.4854,23.08673701,Minneapolis,10,Liberal,Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Moderately strongly,Not at all,No,Yes,No,No,Yes,No,No,Yes,Yes,One to Four,A few times a year,Moderately involved,Not very often,A great deal,A great deal,A little,4,4,Very often,Private non-religious (secular) school,Somewhat important,Somewhat important,Somewhat important,Not very often,Rarely,Not very often,Part-time,30,3,0,,Never,Most of the time,Very comfortable,About half the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,Don't know,Disagree,Most of the time,Disagree,Govt should provide more services,3,3,3,Occasionally,No,Zero to two,Two to four,One to three,Somewhat comfortable,Somewhat comfortable,Often,Rarely,Not very often,Liberal
53,45-59,Married,Male,White,4-year,2-year,2-year,Liberal,"los angeles, ca",49.5,15.38,38.08,,,,,,,,Westlake Village,"hennepin, mn",34.9,12.04,24.94,1197776,889634,606281,386026,65834,0.4854,23.08673701,Edina,10,Liberal,Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,Not at all,No,Yes,No,No,Yes,No,No,Yes,Yes,One to Four,A few times a year,A little involved,Rarely,A great deal,A great deal,A little,5,1,Often,Public school,Somewhat important,Somewhat important,Not too important,Often,Rarely,Not very often,Full-time,40,0,0,,Never,About half the time,Very comfortable,Always,Very comfortable,Very comfortable,No,A little,Yes,Disagree,About half the time,Disagree,Govt should provide more services,3,3,3,Occasionally,Yes,Two to four,Four to six,One to three,Somewhat comfortable,Somewhat comfortable,Not very often,Rarely,Not very often,Liberal
